Brand,Model,Year,Body Type,Cylinders,Fuel Economy Highway,Fuel Economy City,Fuel Economy Average,Seats,Transmission,Make,Style,Horsepower,Fuel Type,Color,Miles Driven,Condition,Title Status,Damages,Number of Owners,Title Available,Payment Status,Sale Price
Honda,Pilot,1998,Wagon,10,27,18.6,22.8,4,Manual,Honda,Honda Pilot Wagon,132,Diesel,Gray,84319,New,Rebuilt,Frame Damage,3,Not Available,Paid,6485.21
Chevrolet,Tahoe,2005,Sedan,3,31.5,22.8,27.1,6,Dual-Clutch,Chevrolet,Chevrolet Tahoe Sedan,119,Diesel,Gray,69099,New,Salvage,Severe Collision,2,Available,Unpaid,61694.62
Nissan,Rogue,2017,Sedan,12,31.7,28.2,29.9,7,Dual-Clutch,Nissan,Nissan Rogue Sedan,574,Diesel,Gray,113907,New,Salvage,Flood Damage,3,Available,Paid,26497.3
Hyundai,Sonata,2018,Sedan,3,26.2,23.7,24.9,6,Automatic,Hyundai,Hyundai Sonata Sedan,278,Diesel,Gray,157204,New,Clean,None,3,Available,Paid,22609.87
Honda,Accord,2001,Truck,10,34,28.4,31.2,7,Manual,Honda,Honda Accord Truck,570,Diesel,Gray,145583,New,Rebuilt,Frame Damage,2,Not Available,Unpaid,72379.29
Hyundai,Kona,2020,Hatchback,10,26,21.9,23.9,4,Manual,Hyundai,Hyundai Kona Hatchback,253,Diesel,Gray,224042,Used,Rebuilt,Severe Collision,2,Not Available,Unpaid,5862.81
Chevrolet,Impala,1997,Wagon,12,26.8,17.2,22,2,Automatic,Chevrolet,Chevrolet Impala Wagon,243,Diesel,Gray,187494,Used,Salvage,Flood Damage,4,Available,Unpaid,14885.58
Kia,Sportage,2011,Sedan,12,20.3,12.7,16.5,6,Automatic,Kia,Kia Sportage Sedan,162,Diesel,Gray,147563,Used,Salvage,Severe Collision,4,Not Available,Paid,65121.75
Mercedes,C-Class,2017,Sedan,10,30.8,26.7,28.8,3,Automatic,Mercedes,Mercedes C-Class Sedan,367,Diesel,Gray,137104,New,Rebuilt,Flood Damage,1,Available,Unpaid,40279.02
Kia,Sorento,2007,SUV,3,26.2,20.2,23.2,3,CVT,Kia,Kia Sorento SUV,344,Diesel,Gray,41280,New,Clean,None,1,Not Available,Unpaid,57138.52
Chevrolet,Silverado,1999,Hatchback,10,24.6,16.8,20.7,6,Dual-Clutch,Chevrolet,Chevrolet Silverado Hatchback,272,Diesel,Gray,29598,New,Rebuilt,Frame Damage,3,Not Available,Paid,58668.83
Mercedes,GLE,2001,Convertible,3,31.5,26.9,29.2,3,Dual-Clutch,Mercedes,Mercedes GLE Convertible,568,Diesel,Gray,20376,Used,Clean,None,5,Available,Unpaid,70735.22
Mercedes,E-Class,2013,Truck,4,28.6,24.3,26.5,4,Automatic,Mercedes,Mercedes E-Class Truck,591,Diesel,Gray,98053,Used,Clean,None,1,Not Available,Paid,28776.68
Toyota,Corolla,1998,Convertible,4,23.3,14.2,18.8,3,Manual,Toyota,Toyota Corolla Convertible,251,Diesel,Gray,248768,New,Salvage,Frame Damage,5,Not Available,Paid,7203.22
Hyundai,Santa Fe,2017,Wagon,6,22.4,15.1,18.8,6,CVT,Hyundai,Hyundai Santa Fe Wagon,112,Diesel,Gray,35660,Used,Clean,None,1,Available,Unpaid,60844.37
Kia,Sportage,2007,Wagon,8,31.7,25.8,28.8,4,Manual,Kia,Kia Sportage Wagon,451,Diesel,Gray,181166,Used,Clean,None,1,Not Available,Paid,76910.91
Subaru,Forester,2018,Hatchback,8,23.9,21.2,22.5,6,Automatic,Subaru,Subaru Forester Hatchback,459,Diesel,Gray,234679,New,Salvage,Severe Collision,3,Available,Paid,52511.82
Mercedes,C-Class,2014,SUV,10,26.5,18.7,22.6,7,Manual,Mercedes,Mercedes C-Class SUV,208,Diesel,Gray,128009,Used,Clean,None,1,Not Available,Paid,63557.91
Toyota,Camry,2000,Convertible,6,17.8,14.3,16.1,6,Manual,Toyota,Toyota Camry Convertible,217,Diesel,Gray,109523,Used,Rebuilt,Severe Collision,5,Not Available,Unpaid,13858.65
Toyota,RAV4,2016,Sedan,10,21.5,15.3,18.4,5,CVT,Toyota,Toyota RAV4 Sedan,281,Diesel,Gray,165497,New,Rebuilt,Minor Scratches,3,Available,Paid,33545.12
Kia,Sportage,2008,Hatchback,10,24.1,17,20.6,6,Automatic,Kia,Kia Sportage Hatchback,127,Diesel,Gray,45129,New,Salvage,Severe Collision,2,Not Available,Unpaid,71333.62
Toyota,Corolla,1999,Hatchback,12,29.8,22.1,26,2,CVT,Toyota,Toyota Corolla Hatchback,195,Diesel,Gray,100602,New,Salvage,Severe Collision,5,Available,Paid,20463.96
Ford,F-150,2009,Truck,10,14.7,10.6,12.6,2,CVT,Ford,Ford F-150 Truck,324,Diesel,Gray,217806,New,Rebuilt,Minor Scratches,5,Not Available,Unpaid,55633.29
Toyota,Camry,2008,SUV,3,22.5,15,18.8,3,Automatic,Toyota,Toyota Camry SUV,378,Diesel,Gray,241881,Used,Salvage,Severe Collision,3,Not Available,Unpaid,32166.26
Honda,Accord,2008,Wagon,6,28.9,22.9,25.9,6,Dual-Clutch,Honda,Honda Accord Wagon,129,Diesel,Gray,10215,Used,Clean,None,5,Available,Unpaid,54903.83
BMW,5 Series,2001,Sedan,10,33.5,29.1,31.3,7,CVT,BMW,BMW 5 Series Sedan,299,Diesel,Gray,134561,New,Rebuilt,Frame Damage,5,Not Available,Unpaid,79759.87
Subaru,Legacy,2021,Wagon,3,16.6,13.5,15.1,7,Dual-Clutch,Subaru,Subaru Legacy Wagon,177,Diesel,Gray,60852,Used,Salvage,Frame Damage,2,Available,Unpaid,23935.42
Nissan,Rogue,2007,Sedan,10,20.6,13.4,17,3,Automatic,Nissan,Nissan Rogue Sedan,305,Diesel,Gray,60553,New,Salvage,Minor Scratches,5,Available,Unpaid,59202.33
Subaru,Impreza,2012,Convertible,12,34.1,25.1,29.6,4,Automatic,Subaru,Subaru Impreza Convertible,514,Diesel,Gray,164019,New,Salvage,Severe Collision,4,Not Available,Paid,60814.51
Kia,Sportage,1995,Hatchback,3,17.4,10,13.7,4,Manual,Kia,Kia Sportage Hatchback,467,Diesel,Gray,217502,New,Clean,None,1,Available,Unpaid,25966.53
Subaru,Forester,2014,SUV,8,21,15.3,18.1,4,Automatic,Subaru,Subaru Forester SUV,580,Diesel,Gray,169839,New,Salvage,Severe Collision,4,Available,Paid,74918.18
Nissan,Altima,2022,Wagon,3,34.3,29,31.6,5,CVT,Nissan,Nissan Altima Wagon,269,Diesel,Gray,207054,New,Clean,None,5,Not Available,Unpaid,31084.81
Honda,Civic,1995,Coupe,4,20.9,18.7,19.8,2,CVT,Honda,Honda Civic Coupe,146,Diesel,Gray,141765,Used,Clean,None,1,Not Available,Paid,10819.35
Subaru,Crosstrek,2022,Coupe,8,20.7,16.8,18.8,3,Automatic,Subaru,Subaru Crosstrek Coupe,342,Diesel,Gray,209347,Used,Rebuilt,Severe Collision,2,Available,Paid,25908.23
BMW,M4,2021,SUV,12,15.1,11.7,13.4,6,Manual,BMW,BMW M4 SUV,391,Diesel,Gray,244964,Used,Clean,None,1,Not Available,Paid,78323.93
Nissan,Rogue,2005,SUV,4,25.4,23.3,24.4,4,Manual,Nissan,Nissan Rogue SUV,274,Diesel,Gray,245072,Used,Rebuilt,Minor Scratches,5,Not Available,Paid,62064.29
Hyundai,Kona,2001,Truck,10,22.9,15.9,19.4,5,Manual,Hyundai,Hyundai Kona Truck,232,Diesel,Gray,64246,Used,Salvage,Minor Scratches,5,Not Available,Unpaid,44421.58
BMW,M4,2003,Sedan,12,35.8,26.5,31.1,5,Dual-Clutch,BMW,BMW M4 Sedan,366,Diesel,Gray,132292,New,Rebuilt,Flood Damage,1,Not Available,Unpaid,16616.47
Nissan,Frontier,2004,Truck,3,34.7,26.2,30.5,2,Manual,Nissan,Nissan Frontier Truck,367,Diesel,Gray,15782,Used,Salvage,Frame Damage,3,Not Available,Paid,19679.85
Toyota,Tacoma,2001,Wagon,4,22.2,12.3,17.2,5,Automatic,Toyota,Toyota Tacoma Wagon,163,Diesel,Gray,59400,Used,Salvage,Severe Collision,4,Available,Unpaid,14835.15
BMW,M4,1995,SUV,12,27.1,21,24.1,4,CVT,BMW,BMW M4 SUV,559,Diesel,Gray,181352,Used,Clean,None,1,Not Available,Paid,12332.03
Chevrolet,Equinox,1996,Truck,4,34.4,25.1,29.8,5,Manual,Chevrolet,Chevrolet Equinox Truck,305,Diesel,Gray,59245,New,Rebuilt,Frame Damage,1,Not Available,Unpaid,48411.49
Toyota,Highlander,2013,Convertible,10,25.2,17.3,21.2,3,Dual-Clutch,Toyota,Toyota Highlander Convertible,186,Diesel,Gray,63685,Used,Rebuilt,Frame Damage,3,Not Available,Paid,44306.22
Hyundai,Kona,1997,Coupe,6,28,19.3,23.6,5,Dual-Clutch,Hyundai,Hyundai Kona Coupe,363,Diesel,Gray,101193,New,Clean,None,1,Available,Paid,40083.58
Mercedes,GLE,2000,Wagon,10,18.9,13.3,16.1,4,Manual,Mercedes,Mercedes GLE Wagon,355,Diesel,Gray,51920,New,Clean,None,5,Not Available,Paid,33232.34
Hyundai,Elantra,2012,SUV,3,31.3,28.1,29.7,5,Dual-Clutch,Hyundai,Hyundai Elantra SUV,115,Diesel,Gray,169083,Used,Salvage,Severe Collision,2,Not Available,Paid,66385.47
Kia,Sportage,2006,Coupe,8,27.5,18.2,22.9,2,CVT,Kia,Kia Sportage Coupe,558,Diesel,Gray,24593,Used,Salvage,Flood Damage,2,Available,Unpaid,77553.33
Nissan,Frontier,2014,Sedan,10,37.9,27.9,32.9,6,CVT,Nissan,Nissan Frontier Sedan,159,Diesel,Gray,87876,Used,Rebuilt,Frame Damage,3,Available,Unpaid,13594.02
Subaru,Forester,1999,Hatchback,3,23.5,21.2,22.4,7,Automatic,Subaru,Subaru Forester Hatchback,142,Diesel,Gray,58894,New,Rebuilt,Flood Damage,1,Not Available,Unpaid,48589.76
Honda,Accord,1996,Coupe,4,25.8,18,21.9,7,CVT,Honda,Honda Accord Coupe,454,Diesel,Gray,9700,Used,Salvage,Frame Damage,3,Not Available,Paid,40697.98
Ford,Fusion,2008,SUV,10,23.2,18.6,20.9,4,Automatic,Ford,Ford Fusion SUV,539,Diesel,Gray,60143,Used,Rebuilt,Flood Damage,1,Available,Unpaid,21834.46
Nissan,Altima,1995,Convertible,8,36.2,29,32.6,4,Dual-Clutch,Nissan,Nissan Altima Convertible,313,Diesel,Gray,156499,New,Clean,None,5,Available,Paid,18351.97
Hyundai,Elantra,2021,Wagon,10,37.2,28,32.6,6,Manual,Hyundai,Hyundai Elantra Wagon,510,Diesel,Gray,59717,Used,Rebuilt,Flood Damage,5,Available,Unpaid,25014.11
Hyundai,Elantra,2020,Hatchback,4,35.4,26.7,31,3,Dual-Clutch,Hyundai,Hyundai Elantra Hatchback,556,Diesel,Gray,17809,Used,Clean,None,3,Not Available,Unpaid,39198.79
Kia,Soul,2005,Convertible,4,37.7,28.9,33.3,6,CVT,Kia,Kia Soul Convertible,183,Diesel,Gray,234193,New,Clean,None,1,Not Available,Paid,32554.64
Kia,Optima,2011,Coupe,8,31.3,23.7,27.5,4,CVT,Kia,Kia Optima Coupe,480,Diesel,Gray,69993,Used,Salvage,Flood Damage,2,Available,Unpaid,77150.93
Chevrolet,Impala,1996,Wagon,4,17.8,10.7,14.2,2,Dual-Clutch,Chevrolet,Chevrolet Impala Wagon,334,Diesel,Gray,192566,Used,Salvage,Flood Damage,1,Not Available,Paid,63575.95
Ford,Explorer,2011,Hatchback,6,26.7,17.3,22,2,Dual-Clutch,Ford,Ford Explorer Hatchback,263,Diesel,Gray,234348,Used,Clean,None,1,Available,Paid,21017.98
Nissan,Sentra,2014,Convertible,12,25.9,16.8,21.4,2,Dual-Clutch,Nissan,Nissan Sentra Convertible,315,Diesel,Gray,99506,New,Salvage,Frame Damage,3,Not Available,Paid,12873.71
Hyundai,Elantra,2012,Truck,4,24.1,18.2,21.1,5,Manual,Hyundai,Hyundai Elantra Truck,223,Diesel,Gray,160461,New,Clean,None,1,Not Available,Paid,40769.14
Kia,Soul,2006,SUV,6,24.4,22.1,23.2,5,Manual,Kia,Kia Soul SUV,111,Diesel,Gray,228106,New,Rebuilt,Severe Collision,5,Not Available,Paid,74447.29
Toyota,Corolla,2007,Convertible,12,18.3,14.1,16.2,7,Dual-Clutch,Toyota,Toyota Corolla Convertible,349,Diesel,Gray,9644,New,Salvage,Flood Damage,5,Not Available,Unpaid,45160.43
BMW,M4,1998,Sedan,4,26.6,21.3,24,4,Dual-Clutch,BMW,BMW M4 Sedan,525,Diesel,Gray,233750,Used,Clean,None,4,Not Available,Unpaid,19862.23
Kia,Sportage,2016,Wagon,3,15.9,12.8,14.4,2,CVT,Kia,Kia Sportage Wagon,276,Diesel,Gray,212790,New,Salvage,Severe Collision,4,Not Available,Unpaid,12344.36
Chevrolet,Equinox,2010,Sedan,8,30.8,22,26.4,3,CVT,Chevrolet,Chevrolet Equinox Sedan,438,Diesel,Gray,647,New,Rebuilt,Severe Collision,4,Available,Paid,71150.33
Ford,F-150,2010,Hatchback,10,33.5,25.3,29.4,6,Automatic,Ford,Ford F-150 Hatchback,369,Diesel,Gray,19962,Used,Salvage,Frame Damage,2,Not Available,Paid,27328.58
Toyota,Camry,2002,Wagon,8,33,26.3,29.6,5,Manual,Toyota,Toyota Camry Wagon,136,Diesel,Gray,151114,New,Salvage,Severe Collision,5,Not Available,Unpaid,48776.16
Subaru,Impreza,2023,Coupe,8,31.2,22,26.6,2,Dual-Clutch,Subaru,Subaru Impreza Coupe,302,Diesel,Gray,48797,Used,Clean,None,2,Not Available,Unpaid,49765.05
Toyota,Camry,2003,Coupe,8,26.9,23,24.9,6,Dual-Clutch,Toyota,Toyota Camry Coupe,483,Diesel,Gray,188758,New,Salvage,Frame Damage,5,Available,Unpaid,20097.37
Mercedes,C-Class,2005,Hatchback,8,32.3,22.7,27.5,6,Manual,Mercedes,Mercedes C-Class Hatchback,481,Diesel,Gray,133876,Used,Clean,None,2,Available,Paid,22621.03
Kia,Telluride,2007,Convertible,8,23.6,17.8,20.7,2,Dual-Clutch,Kia,Kia Telluride Convertible,172,Diesel,Gray,175044,New,Salvage,Frame Damage,4,Available,Paid,29531.31
Hyundai,Kona,2001,SUV,4,24.2,18.3,21.2,4,Dual-Clutch,Hyundai,Hyundai Kona SUV,573,Diesel,Gray,60306,Used,Rebuilt,Severe Collision,4,Available,Unpaid,46888.53
Toyota,Highlander,2008,Sedan,6,24.7,16.1,20.4,6,Dual-Clutch,Toyota,Toyota Highlander Sedan,207,Diesel,Gray,204994,New,Salvage,Frame Damage,2,Available,Unpaid,38198.26
Ford,Explorer,2000,SUV,3,18.6,11,14.8,4,Manual,Ford,Ford Explorer SUV,250,Diesel,Gray,137771,New,Clean,None,2,Available,Paid,20798.92
Toyota,Corolla,2005,Sedan,4,27.6,25.5,26.6,6,Automatic,Toyota,Toyota Corolla Sedan,203,Diesel,Gray,127899,New,Salvage,Severe Collision,2,Not Available,Unpaid,35984.84
Nissan,Rogue,2008,Sedan,12,37.8,28.6,33.2,5,Automatic,Nissan,Nissan Rogue Sedan,205,Diesel,Gray,67153,New,Clean,None,4,Available,Paid,54271.03
Toyota,Tacoma,2021,Truck,4,28.7,26.4,27.5,5,Dual-Clutch,Toyota,Toyota Tacoma Truck,234,Diesel,Gray,191372,Used,Clean,None,2,Not Available,Paid,76609.58
Ford,Fusion,2013,Coupe,8,35,25.7,30.4,2,Automatic,Ford,Ford Fusion Coupe,316,Diesel,Gray,8257,Used,Salvage,Severe Collision,2,Available,Unpaid,40181.37
Nissan,Sentra,2001,Hatchback,4,32.9,25.5,29.2,6,Automatic,Nissan,Nissan Sentra Hatchback,501,Diesel,Gray,21174,Used,Salvage,Minor Scratches,4,Not Available,Unpaid,56340.53
Hyundai,Sonata,2021,Wagon,10,33.5,29.1,31.3,6,CVT,Hyundai,Hyundai Sonata Wagon,267,Diesel,Gray,245493,Used,Clean,None,4,Available,Unpaid,57529.48
Mercedes,E-Class,2009,Coupe,4,23.5,14.4,18.9,4,CVT,Mercedes,Mercedes E-Class Coupe,159,Diesel,Gray,34984,New,Salvage,Severe Collision,1,Available,Paid,71667.14
Chevrolet,Malibu,2010,Convertible,12,26.8,18,22.4,3,CVT,Chevrolet,Chevrolet Malibu Convertible,124,Diesel,Gray,174952,New,Rebuilt,Flood Damage,5,Not Available,Unpaid,16513.01
Toyota,Corolla,2021,SUV,10,28.7,25.6,27.1,6,Manual,Toyota,Toyota Corolla SUV,544,Diesel,Gray,58889,Used,Clean,None,4,Not Available,Unpaid,38001.73
BMW,5 Series,2023,SUV,8,30.1,23,26.6,3,Manual,BMW,BMW 5 Series SUV,395,Diesel,Gray,17943,New,Rebuilt,Severe Collision,1,Available,Unpaid,42431.72
Subaru,Legacy,2007,Truck,12,20.3,12.6,16.4,5,CVT,Subaru,Subaru Legacy Truck,526,Diesel,Gray,123700,Used,Salvage,Frame Damage,2,Available,Paid,50511.67
Toyota,RAV4,2003,Sedan,4,12.7,10.4,11.6,2,CVT,Toyota,Toyota RAV4 Sedan,413,Diesel,Gray,217025,Used,Salvage,Minor Scratches,2,Available,Unpaid,6492.72
BMW,X5,2019,SUV,3,20.7,12.8,16.8,4,CVT,BMW,BMW X5 SUV,194,Diesel,Gray,167846,Used,Rebuilt,Flood Damage,4,Available,Unpaid,44245.14
Nissan,Frontier,2019,SUV,3,15.2,11.7,13.4,7,CVT,Nissan,Nissan Frontier SUV,265,Diesel,Gray,214666,New,Salvage,Minor Scratches,2,Not Available,Unpaid,36392.93
Mercedes,E-Class,2017,Truck,3,22.4,12.5,17.4,5,Dual-Clutch,Mercedes,Mercedes E-Class Truck,547,Diesel,Gray,100952,Used,Clean,None,5,Not Available,Paid,9191.03
Hyundai,Santa Fe,2008,Sedan,12,28.1,24.6,26.4,4,Dual-Clutch,Hyundai,Hyundai Santa Fe Sedan,145,Diesel,Gray,187906,New,Rebuilt,Frame Damage,5,Available,Paid,43553.51
Nissan,Pathfinder,2016,Convertible,4,20.4,15.2,17.8,7,CVT,Nissan,Nissan Pathfinder Convertible,298,Diesel,Gray,88361,New,Rebuilt,Frame Damage,2,Available,Unpaid,72887.86
Kia,Telluride,2018,SUV,12,17,10.6,13.8,3,Manual,Kia,Kia Telluride SUV,460,Diesel,Gray,152052,New,Rebuilt,Minor Scratches,3,Not Available,Unpaid,41033.34
Toyota,Corolla,2003,Truck,10,21.1,16.9,19,3,Automatic,Toyota,Toyota Corolla Truck,554,Diesel,Gray,72802,Used,Clean,None,1,Available,Unpaid,49202.8
BMW,3 Series,1998,Coupe,6,13.9,10.6,12.2,2,Dual-Clutch,BMW,BMW 3 Series Coupe,445,Diesel,Gray,235459,Used,Rebuilt,Flood Damage,2,Not Available,Unpaid,71476.57
Subaru,Impreza,2007,Convertible,4,23.1,19,21.1,2,Dual-Clutch,Subaru,Subaru Impreza Convertible,348,Diesel,Gray,103159,Used,Rebuilt,Flood Damage,1,Available,Paid,46089.98
Hyundai,Elantra,2004,Sedan,4,20.9,13.9,17.4,7,CVT,Hyundai,Hyundai Elantra Sedan,243,Diesel,Gray,119689,Used,Salvage,Minor Scratches,1,Not Available,Unpaid,54218.83
Mercedes,C-Class,2018,Sedan,12,15.1,11,13.1,6,Dual-Clutch,Mercedes,Mercedes C-Class Sedan,436,Diesel,Gray,227098,New,Clean,None,3,Available,Unpaid,31772.35
BMW,3 Series,2003,Sedan,6,20.2,11,15.6,4,Dual-Clutch,BMW,BMW 3 Series Sedan,228,Diesel,Gray,148384,Used,Clean,None,4,Not Available,Paid,17401.46
BMW,3 Series,2004,Truck,10,22.3,16.3,19.3,7,Dual-Clutch,BMW,BMW 3 Series Truck,438,Diesel,Gray,70636,New,Clean,None,2,Available,Paid,25330.06
Hyundai,Elantra,2019,Hatchback,8,39.3,29.6,34.5,6,Dual-Clutch,Hyundai,Hyundai Elantra Hatchback,531,Diesel,Gray,172851,Used,Salvage,Minor Scratches,1,Not Available,Unpaid,19994.08
Nissan,Frontier,2003,SUV,8,24.2,18.4,21.3,6,Dual-Clutch,Nissan,Nissan Frontier SUV,238,Diesel,Gray,133194,New,Clean,None,1,Not Available,Paid,29525.13
Kia,Optima,2022,Wagon,10,34.5,27.8,31.1,4,Manual,Kia,Kia Optima Wagon,366,Diesel,Gray,21118,Used,Clean,None,5,Not Available,Unpaid,31362.94
Subaru,Impreza,2019,Hatchback,4,23.7,20.3,22,4,CVT,Subaru,Subaru Impreza Hatchback,550,Diesel,Gray,240865,New,Rebuilt,Minor Scratches,4,Available,Paid,21230.56
Ford,Explorer,1996,Wagon,3,32.3,25.3,28.8,4,CVT,Ford,Ford Explorer Wagon,389,Diesel,Gray,134,New,Clean,None,4,Available,Unpaid,26949.37
Kia,Sorento,1996,Truck,3,23,20.5,21.8,6,Manual,Kia,Kia Sorento Truck,577,Diesel,Gray,141632,Used,Clean,None,4,Not Available,Unpaid,43615.14
BMW,M4,2020,Sedan,8,35.3,29.5,32.4,7,Manual,BMW,BMW M4 Sedan,398,Diesel,Gray,58771,Used,Clean,None,4,Not Available,Unpaid,32470.65
Mercedes,GLC,2022,Wagon,8,32.1,22.8,27.5,5,CVT,Mercedes,Mercedes GLC Wagon,215,Diesel,Gray,113460,Used,Clean,None,4,Available,Unpaid,44870.15
Ford,Explorer,2016,Wagon,6,23.8,16.4,20.1,4,Automatic,Ford,Ford Explorer Wagon,100,Diesel,Gray,57989,New,Clean,None,3,Not Available,Unpaid,23663.09
Mercedes,S-Class,2006,Wagon,3,21.1,17.2,19.1,6,CVT,Mercedes,Mercedes S-Class Wagon,127,Diesel,Gray,117431,New,Rebuilt,Severe Collision,2,Available,Unpaid,75858.51
Chevrolet,Silverado,2001,Hatchback,3,15.9,11.9,13.9,5,Dual-Clutch,Chevrolet,Chevrolet Silverado Hatchback,104,Diesel,Gray,198247,Used,Salvage,Severe Collision,1,Not Available,Paid,31687.45
Ford,Escape,2010,Coupe,6,38.6,29.5,34,7,Dual-Clutch,Ford,Ford Escape Coupe,175,Diesel,Gray,215060,Used,Rebuilt,Minor Scratches,2,Available,Paid,71790.65
Nissan,Pathfinder,2007,Coupe,3,31.4,23.1,27.2,6,CVT,Nissan,Nissan Pathfinder Coupe,348,Diesel,Gray,74826,Used,Rebuilt,Severe Collision,1,Not Available,Paid,59637.93
Nissan,Frontier,2009,Hatchback,12,29.1,23.5,26.3,3,Automatic,Nissan,Nissan Frontier Hatchback,412,Diesel,Gray,145031,Used,Clean,None,1,Available,Unpaid,28260.81
BMW,X3,2017,Truck,4,32.2,29.8,31,3,Dual-Clutch,BMW,BMW X3 Truck,501,Diesel,Gray,38653,Used,Salvage,Flood Damage,5,Available,Unpaid,19460.74
BMW,3 Series,1996,Convertible,3,20.4,13.8,17.1,2,CVT,BMW,BMW 3 Series Convertible,301,Diesel,Gray,203657,Used,Salvage,Flood Damage,5,Available,Unpaid,47269.72
Subaru,Outback,2015,Wagon,3,14.7,12.4,13.6,4,Automatic,Subaru,Subaru Outback Wagon,365,Diesel,Gray,69443,New,Clean,None,5,Not Available,Paid,40932.87
Hyundai,Kona,1995,Wagon,12,17.2,11.6,14.4,5,Manual,Hyundai,Hyundai Kona Wagon,469,Diesel,Gray,115074,Used,Salvage,Flood Damage,3,Available,Paid,54223.44
Kia,Soul,2003,Coupe,6,25.1,19.7,22.4,6,Automatic,Kia,Kia Soul Coupe,318,Diesel,Gray,80363,New,Salvage,Minor Scratches,2,Not Available,Unpaid,12574.63
Mercedes,C-Class,2011,SUV,10,22.6,18,20.3,6,CVT,Mercedes,Mercedes C-Class SUV,447,Diesel,Gray,61955,Used,Clean,None,4,Not Available,Paid,20640.79
Nissan,Altima,2015,Wagon,8,30.4,25.4,27.9,5,Manual,Nissan,Nissan Altima Wagon,547,Diesel,Gray,157953,Used,Clean,None,3,Not Available,Unpaid,76737.87
Toyota,Camry,2022,Hatchback,6,16.6,13.3,15,6,Dual-Clutch,Toyota,Toyota Camry Hatchback,518,Diesel,Gray,98335,Used,Clean,None,3,Not Available,Unpaid,32951.78
Honda,Civic,2013,Sedan,4,19.9,16.6,18.2,5,Manual,Honda,Honda Civic Sedan,455,Diesel,Gray,208175,New,Clean,None,1,Available,Unpaid,37243.14
Mercedes,E-Class,2018,Coupe,12,28.4,24.9,26.6,7,Dual-Clutch,Mercedes,Mercedes E-Class Coupe,294,Diesel,Gray,150252,Used,Rebuilt,Severe Collision,2,Available,Unpaid,29748.12
Mercedes,GLE,2012,Convertible,8,26.7,22.5,24.6,3,CVT,Mercedes,Mercedes GLE Convertible,247,Diesel,Gray,173167,New,Salvage,Minor Scratches,2,Not Available,Paid,34440
Kia,Telluride,2020,SUV,12,19.3,16,17.6,5,Manual,Kia,Kia Telluride SUV,495,Diesel,Gray,151971,New,Rebuilt,Minor Scratches,4,Available,Unpaid,68119.6
Kia,Telluride,1997,Convertible,4,30.9,22.9,26.9,3,Manual,Kia,Kia Telluride Convertible,254,Diesel,Gray,78254,Used,Clean,None,5,Available,Unpaid,18011.92
Hyundai,Santa Fe,2019,Coupe,12,19.8,12.1,15.9,6,Automatic,Hyundai,Hyundai Santa Fe Coupe,265,Diesel,Gray,17905,New,Salvage,Frame Damage,5,Not Available,Unpaid,14943.54
Subaru,Forester,2009,Truck,10,19.4,10.6,15,4,Automatic,Subaru,Subaru Forester Truck,163,Diesel,Gray,239825,New,Clean,None,2,Not Available,Paid,62735.76
Hyundai,Elantra,2014,Coupe,6,28.1,22.6,25.4,6,Dual-Clutch,Hyundai,Hyundai Elantra Coupe,280,Diesel,Gray,23822,Used,Rebuilt,Flood Damage,5,Available,Paid,24677.21
Hyundai,Elantra,2019,SUV,8,31.2,26.8,29,4,Manual,Hyundai,Hyundai Elantra SUV,585,Diesel,Gray,93527,New,Rebuilt,Minor Scratches,1,Available,Paid,71805.27
Hyundai,Elantra,1996,Wagon,12,20.7,13.3,17,6,CVT,Hyundai,Hyundai Elantra Wagon,275,Diesel,Gray,196497,New,Salvage,Flood Damage,1,Available,Paid,38942.69
Kia,Soul,2015,Truck,12,25.9,22,23.9,4,Manual,Kia,Kia Soul Truck,437,Diesel,Gray,145996,New,Clean,None,5,Not Available,Unpaid,6781.47
Subaru,Crosstrek,2008,Coupe,3,18.9,16.3,17.6,5,Manual,Subaru,Subaru Crosstrek Coupe,370,Diesel,Gray,188989,Used,Rebuilt,Minor Scratches,5,Available,Paid,20817.92
Mercedes,GLE,2003,Truck,3,16.6,14,15.3,7,Manual,Mercedes,Mercedes GLE Truck,120,Diesel,Gray,247863,Used,Clean,None,3,Not Available,Paid,78972.83
Chevrolet,Malibu,1997,Sedan,3,28.6,19.1,23.9,7,Manual,Chevrolet,Chevrolet Malibu Sedan,278,Diesel,Gray,92601,Used,Salvage,Severe Collision,2,Available,Unpaid,23240.06
Toyota,Camry,2016,Hatchback,8,36.1,27.1,31.6,6,Dual-Clutch,Toyota,Toyota Camry Hatchback,295,Diesel,Gray,151387,Used,Rebuilt,Minor Scratches,5,Not Available,Paid,73802.32
Mercedes,E-Class,1996,Convertible,8,30.4,21.9,26.1,5,Manual,Mercedes,Mercedes E-Class Convertible,361,Diesel,Gray,98325,Used,Salvage,Flood Damage,5,Not Available,Paid,66186.22
Hyundai,Kona,2017,Truck,10,33.7,23.9,28.8,2,CVT,Hyundai,Hyundai Kona Truck,301,Diesel,Gray,94517,New,Clean,None,5,Available,Paid,33986.97
Honda,CR-V,2015,Sedan,8,29.9,27.6,28.8,2,Automatic,Honda,Honda CR-V Sedan,249,Diesel,Gray,22019,New,Clean,None,1,Available,Paid,34502.65
